project,connection_site,assigned_charging_zone,updated_charging_zone,latitude,longitude,location_basis,confidence,source_urls,notes,customer_name,project_status,host_to,plant_type,project_id,project_number
New Little Horsted 200MW Solar and BESS,Sussex and Romney Connection Node A 400kV Substation,GZ25,,50.940749,0.120375,connection site,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Ninfield 400kV Substation). Location matched to LITTLE HORSTED 400KV S/S.,PRIVATE ENERGY PARTNERS (UK) LTD,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e0000012kr1AAA,PRO-004783
Ninfield,Sussex and Romney Connection Node A 400kV Substation,GZ25,,50.940749,0.120375,connection site,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Ninfield 400kV Substation). Location matched to LITTLE HORSTED 400KV S/S.,Ninfield 10 Renewables Limited,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e000000TPQqAAO,PRO-003408
Ninfield BESS,Sussex and Romney Connection Node A 400kV Substation,GZ25,,50.940749,0.120375,connection site,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Ninfield 400kV Substation). Location matched to LITTLE HORSTED 400KV S/S.,Kona Energy Limited,Scoping,NGET,Energy Storage System,a0lJ9000000PDvPIAW,PRO-005070
Ninfield Green Energy Centre,Ninfield 400kV Substation,GZ25,,50.881118,0.4496,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to NINFIELD 132KV S/S.,NINFIELD NG LIMITED,Awaiting Consents,NGET,Demand;Energy Storage System;PV Array (Photo Voltaic/solar),a0l4L0000005iMYQAY,PRO-002163
Ninfield Greener Grid Park,Ninfield 400kV Substation,GZ25,,50.881118,0.4496,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to NINFIELD 132KV S/S.,Ninfield Grid Solutions Limited,Awaiting Consents,NGET,Energy Storage System;Reactive Compensation,a0l4L0000005ihhQAA,PRO-001756-1
Ninfield Greener Grid Park,Ninfield 400kV Substation,GZ25,,50.881118,0.4496,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to NINFIELD 132KV S/S.,Ninfield Grid Solutions Limited,Awaiting Consents,NGET,Energy Storage System;Reactive Compensation,a0l4L0000005ihhQAA,PRO-001756-2
Ninfield Greener Grid Park,Ninfield 400kV Substation,GZ25,,50.881118,0.4496,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to NINFIELD 132KV S/S.,Ninfield Grid Solutions Limited,Scoping,NGET,Energy Storage System;Reactive Compensation,a0l4L0000005ihhQAA,PRO-001756-3
Pamber Farm,Bramley,GZ25,,51.336154,-1.077733,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to BRAMLEY 400KV S/S.,Queequeg Renewables Ltd,Awaiting Consents,NGET,Energy Storage System,a0l8e0000010wg0AAA,PRO-002763
Peak Gen Bracknell,Fleet 132KV Substation,GZ25,,51.250732,-0.880157,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to FLEET 132KV S/S.,PEAK GEN POWER 11 LIMITED,Built,NGET,Oil & AGT (Advanced Gas Turbine),a0l8e000000f4xbAAA,PRO-003898
Peak Gen Havant,Lovedean 132KV Substation,GZ25,,50.916889,-1.039099,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to LOVEDEAN 400KV S/S.,PEAK GEN POWER 18 LIMITED,Built,NGET,Oil & AGT (Advanced Gas Turbine),a0l8e000000f4y0AAA,PRO-003903
Rampion Extension Offshore Wind Farm,Bolney 400kV Substation,GZ25,,50.974313,-0.236401,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to BOLNEY 132KV S/S.,RAMPION EXTENSION DEVELOPMENT LIMITED,Scoping,NGET,Wind Offshore,a0l4L0000005io1QAA,PRO-000467
Rampion Offshore Wind Farm,Rampion 33/132kV Offshore,GZ25,,50.692828,-0.259831,connection site,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/node/9163396418; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Bolney 400kV Substation). Location matched to Rampion Wind Farm Offshore Substation.,RAMPION OFFSHORE WIND LIMITED,Built,NGET,Wind Offshore,a0l4L0000005iqoQAA,PRO-000248
SAVE OUR PLANET,Sussex and Romney Connection Node B 400kV Substation,GZ25,,51.296449,-0.34485,charging-zone centroid proxy,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Bolney 400kV Substation). Location matched to BOLNEY.,SAVE OUR PLANET ENERGY LIMITED,Scoping,NGET,Demand;Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e0000012iy3AAA,PRO-004613
Saver & Pashley Farm Energy Park,Ninfield GSP,GZ25,,50.881118,0.4496,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to NINFIELD 132KV S/S.,ELGIN ENERGY ES CO LIMITED,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e0000012krVAAQ,PRO-004789
Shipley Road BESS,Sussex and Romney Connection Node B 400kV Substation,GZ25,,51.296449,-0.34485,charging-zone centroid proxy,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Bolney 400kV Substation). Location matched to BOLNEY.,CSE43 LIMITED,Consents Approved,NGET,Energy Storage System,a0l4L000002yQZoQAM,PRO-002553
Shoreham,Bolney 400kV Substation,GZ25,,50.974313,-0.236401,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to BOLNEY 132KV S/S.,VPI Power Limited,Built,NGET,CCGT (Combined Cycle Gas Turbine),a0l4L0000005iVfQAI,PRO-000192
STABLE GREEN ENERGY,Sussex and Romney Connection Node A 400kV Substation,GZ25,,50.940749,0.120375,connection site,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Ninfield 400kV Substation). Location matched to LITTLE HORSTED 400KV S/S.,LH NGET GRID SERVICES LIMITED,Scoping,NGET,Energy Storage System,a0l8e000001HxRDAA0,PRO-004254
Sunbury BESS,Laleham GSP (SEPD),GZ25,,51.296449,-0.34485,charging-zone centroid proxy,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to LALEHAM.,SUNBURY BESS LTD,Scoping,NGET,Energy Storage System,a0l4L0000005iQRQAY,PRO-001883
Sutton Courtenay,Didcot 132kV Substation,GZ25,,51.625281,-1.257584,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to DIDCOT 400KV S/S.,RWE Generation UK Plc,Scoping,NGET,Demand;Energy Storage System,a0l8e000001HxbWAAS,PRO-004276
TH Ninfield,Sussex and Romney Connection Node A 400kV Substation,GZ25,,50.940749,0.120375,connection site,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Ninfield 400kV Substation). Location matched to LITTLE HORSTED 400KV S/S.,FRV Powertek Limited,Scoping,NGET,Energy Storage System,a0l8e000001HpCfAAK,PRO-004111
TH West Weybridge,London West Connection Node B 400kV Substation,GZ25,,51.298891,-0.482366,settlement proxy,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://zenodo.org/records/10866260,Spatial point-in-polygon. Location matched to West Weybridge. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,FRV Powertek Limited,Scoping,NGET,Energy Storage System,a0l8e0000011ycrAAA,PRO-003531
Tollgate 49.5MW BESS,Hatfield 33kV Substation,GZ25,,51.736344,-0.239503,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/relation/8799993,Spatial point-in-polygon. Location matched to Hatfield Substation.,TOLLGATE ENERGY STORAGE LIMITED,Built,NGET,Energy Storage System,a0l4L0000005iM3QAI,PRO-002372
Vox Charlie,Amersham Main 132kV Substation,GZ25,,51.664933,-0.655879,connection site,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/41710456; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Amersham Main.,Vox Charlie Ltd,Scoping,NGET,Energy Storage System,a0l8e0000010wOYAAY,PRO-002573
West Weybridge,London West Connection Node B 400kV Substation,GZ25,,51.298891,-0.482366,settlement proxy,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://zenodo.org/records/10866260,Spatial point-in-polygon. Location matched to West Weybridge. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,West Weybridge 10 Renewables Limited,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l8e000000TPQwAAO,PRO-003410
West Weybridge,West Weybridge 275kV Substation,GZ25,,51.353678,-0.479676,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to WEST WEYBRIDGE 400KV S/S.,EL (WEST WEYBRIDGE) LIMITED,Consents Approved,NGET,Energy Storage System,a0l8e000001Hy5YAAS,PRO-004324
West Weybridge (Tertiary),West Weybridge 275kV Substation,GZ25,,51.353678,-0.479676,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to WEST WEYBRIDGE 400KV S/S.,EL (WEST WEYBRIDGE) LIMITED,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l4L0000005ipoQAA,PRO-000552-1
West Weybridge (Tertiary),West Weybridge 275kV Substation,GZ25,,51.353678,-0.479676,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to WEST WEYBRIDGE 400KV S/S.,EL (WEST WEYBRIDGE) LIMITED,Scoping,NGET,Energy Storage System;PV Array (Photo Voltaic/solar),a0l4L0000005ipoQAA,PRO-000552-2
Witney BESS,Cowley GSP,GZ25,,51.711131,-1.189905,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.arcgis.com/home/item.html?id=bfa8beda20194e6baff43d8f911a95cf; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to COWLEY 400KV S/S.,Voltwise Power Holdings Limited,Scoping,NGET,Energy Storage System,a0lJ9000000PEDSIA4,PRO-005136
