Connection Site,TEC Project Names,TEC Customer Names,TEC Plant Types,TEC Project Numbers,TEC Register Source,Latitude,Longitude,Matched Feature,Match Type,Confidence,Match Score,Source URL,Source Description,Confidence Notes
SANDFORD B 400kV SUBSTATION,SANDFORD,SSE DE SOLAR HOLDCO LIMITED,Energy Storage System;PV Array (Photo Voltaic/solar),PRO-002600,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.340577,-2.839480,Sandford Substation,Strong name match,High,96.0,https://www.openstreetmap.org/way/1087785232,OpenStreetMap named substation feature: Sandford Substation,Strong name match; score 96.0/100; next-candidate margin 39.8. Coordinates represent the matched mapped feature.
Sandyknowe 132/33kV,Sandy Knowe Wind Farm,SANDY KNOWE WIND FARM LIMITED,Wind Onshore,PRO-000345-1 | PRO-000345-2,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.368981,-4.056871,Sandy Knowe Wind Farm,Strong name match,High,95.2,https://www.openstreetmap.org/relation/15520957,OpenStreetMap named plant feature: Sandy Knowe Wind Farm,Strong name match; score 95.2/100; next-candidate margin 20.6. Coordinates represent the matched mapped feature.
Sanquhar 132/33kV,Sanquhar Wind Farm,SANQUHAR COMMUNITY WIND COMPANY LIMITED,Wind Onshore,PRO-001366,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.344569,-4.024258,Sanquhar Wind Farm substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/1427744097,OpenStreetMap named substation feature: Sanquhar Wind Farm substation,Exact normalized name; score 100.0/100; next-candidate margin 100.0. Coordinates represent the matched mapped feature.
Sanquhar II Wind Farm Substation,Sanquhar II Wind Farm,SANQUHAR II COMMUNITY WIND CO LTD,Wind Onshore,PRO-000352-1 | PRO-000352-2,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.345104,-4.060881,Sanquhar II Wind Farm substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/1427744102,OpenStreetMap named substation feature: Sanquhar II Wind Farm substation,Exact normalized name; score 100.0/100; next-candidate margin 100.0. Coordinates represent the matched mapped feature.
Scatsta 132kV Substation,Scatsta Greener Grid Park | Scatsta1 Greener Grid Park,STATKRAFT HYDROGEN UK HOLDING LIMITED,Demand;Energy Storage System | Energy Storage System,PRO-001955 | PRO-002669,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,70.7,,,Best candidate 'SALTCOATS A' scored 70.7; below reliability threshold.
Scaw Law 132kV substation,Scaw Law Wind Farm,PERIGUS ENERGY UK LIMITED,Energy Storage System;Wind Onshore,PRO-004174,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.306464,-2.789432,Scaw'd Law,Geographic feature proxy,Low,88.9,https://www.openstreetmap.org/node/9285577487,OpenStreetMap/Photon geographic feature: Scaw'd Law; The Scottish Borders,"Geographic feature proxy; score 88.9/100; next-candidate margin 0.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Sclenteuch Energy Park 132kV,Sclenteuch Energy Park,SCLENTEUCH ENERGY LIMITED,Energy Storage System;Wind Onshore,PRO-002195,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,76.9,,,Best candidate 'Glebe Farm Solar Energy Park' scored 76.9; below reliability threshold.
Scoop Hill Wind Farm 132kV Substation,Scoop Hill Wind Farm,Community Windpower Limited,Wind Onshore,PRO-000327,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.924412,-2.401948,Droop hill,Candidate infrastructure match,Low,80.0,https://www.openstreetmap.org/relation/9403842,OpenStreetMap named plant feature: Droop hill,Candidate infrastructure match; score 80.0/100; next-candidate margin 2.2. Coordinates represent the matched mapped feature.
SEABANK 400/33kV SUBSTATION,Seabank (Tertiary),PIVOTED POWER LLP,Energy Storage System,PRO-001068,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.537103,-2.669968,SEABANK 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SEABANK 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Seabank 400kV Substation,Seabank,SEABANK POWER LIMITED,CCGT (Combined Cycle Gas Turbine),PRO-000052,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.537103,-2.669968,SEABANK 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SEABANK 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Seabank GSP,Severn Road Avonmouth,FPC ELECTRIC LAND LIMITED,Energy Storage System;Gas Reciprocating,PRO-004255,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.537103,-2.669968,SEABANK 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SEABANK 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Sealand 400kV Substation,Green Hydrogen Solar Farm,GREEN HYDROGEN SOLAR FARM LIMITED,Energy Storage System;PV Array (Photo Voltaic/solar),PRO-003652,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,53.214455,-2.995669,Sealand,Town/locality proxy,Medium,100.0,https://www.openstreetmap.org/node/7683972062,OpenStreetMap named village: Sealand,"Town/locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Seat Hill 132kV Substation,Seat Hill Wind Farm,PERIGUS ENERGY UK LIMITED,Energy Storage System;Wind Onshore,PRO-005850,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,53.953286,-1.109124,Hill Street,Candidate infrastructure match,Low,80.0,https://www.openstreetmap.org/way/633123015,OpenStreetMap named substation feature: Hill Street,Candidate infrastructure match; score 80.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Sellindge 132kV Substation,Sevington,UK POWER RESERVE LIMITED,CCGT (Combined Cycle Gas Turbine),PRO-000264,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.106169,0.977549,SELLINDGE 132KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SELLINDGE 132KV S/S; NATIONAL GRID; GSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Sellindge 400kV Substation,Partridge Farm BESS | Sellindge (Tertiary) | Sellindge Grid Stability Services,Apatura Battery Ltd | PIVOTED POWER LLP | SELLINDGE GRID SERVICES LIMITED,Energy Storage System | Reactive Compensation,PRO-003445 | PRO-001067-1 | PRO-001067-2 | PRO-002206,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.106458,0.976082,SELLINDGE 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SELLINDGE 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Severn Connection Node A 132kV Substation,Barry Road Storage | J102A Oldbury BESS,BSR APPLICATIONS LIMITED | RWE Renewables UK Solar and Storage Limited,Energy Storage System,PRO-004261 | PRO-003784,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,75.9,,,Best candidate 'Severn Road Solar Park' scored 75.9; below reliability threshold.
Severn Connection Node A 400kv Substation,KX Alpha 1 Iron Acton | KX Alpha 2 Iron Acton | KX Alpha 3 Iron Acton | Lightsource Folly Farm | Stockhills Farm,KXP ALPHA I LIMITED | KXP ALPHA II LIMITED | KXP ALPHA III LIMITED | Lightsource Renewable UK Development Limited | BSR APPLICATIONS LIMITED,Energy Storage System | Energy Storage System;Wind Onshore | Energy Storage System;PV Array (Photo Voltaic/solar);Wind Onshore,PRO-003647 | PRO-003648 | PRO-003649 | PRO-004825 | PRO-004323,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,75.9,,,Best candidate 'Severn Road Solar Park' scored 75.9; below reliability threshold.
Severn Connection Node B 400kV Substation,Beanacre 2 BESS,Grenergy Renewables UK Limited,Energy Storage System,PRO-005945,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.395826,-2.138610,Beanacre,TEC project-derived locality proxy,Low,96.0,https://www.openstreetmap.org/node/902302778,OpenStreetMap named village: Beanacre,"TEC project-derived locality proxy; score 96.0/100; next-candidate margin 96.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Shaftesbury 132kV Substation,Shaftesbury Energy Park,TAGENERGY DEVELOPMENT UK LIMITED,Energy Storage System,PRO-002167,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.013367,-2.208783,SHAFTESBURY,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SHAFTESBURY; SSE NETWORKS; BSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
SHAWFAIR 400KV SUBSTATION,Burdiehouse BESS,IBV Burdiehouse Energy Park Limited,Energy Storage System,PRO-004803,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.894779,-3.161998,Burdiehouse,TEC project-derived locality proxy,Low,100.0,https://www.openstreetmap.org/node/3663131725,OpenStreetMap named suburb: Burdiehouse,"TEC project-derived locality proxy; score 100.0/100; next-candidate margin 0.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Sheirdrim 132kV Substation,Sheirdrim Wind Farm,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Wind Onshore,PRO-001066,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,,,,No reliable infrastructure match,Unresolved,66.7,,,Best candidate 'St Helier Drive Substation' scored 66.7; below reliability threshold.
Shepards Rig 132/33kV,Shepherds Rig Wind Farm,SETT WIND DEVELOPMENT LIMITED,Wind Onshore,PRO-000511,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.217290,-4.165693,Shepherd's Rig Wind Farm,TEC project matched to DESNZ REPD,Low,96.3,https://www.gov.uk/government/publications/renewable-energy-planning-database-quarterly-extract,"DESNZ REPD ref 3417: Shepherd's Rig Wind Farm; Shepherds Rig Windfarm 5KM E/O, Carsphairn, Castle Douglas, Dumfries and Galloway; planning ref ECU00000735",TEC project matched to DESNZ REPD; score 96.3/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Sheringham Shoal 33/132kV Offshore Substations,Sheringham Shoal Offshore Wind Farm,SCIRA OFFSHORE ENERGY LIMITED,Wind Offshore,PRO-000211,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,52.772079,1.150549,SHERINGHAM SHOAL SALL S/S,Candidate infrastructure match,Low,81.6,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SHERINGHAM SHOAL SALL S/S; UK POWER NETWORKS; BSP,Candidate infrastructure match; score 81.6/100; next-candidate margin 7.6. Coordinates represent the matched mapped feature.
Shin 1 GSP,Allt an Tuir Renewable Energy Park | Meall Buidhe Wind Farm | Strath Oykel Wind Farm,ALLT AN TUIR RENEWABLE ENERGY PARK LIMITED | MUIRDEN ENERGY LLP | ENERGYFARM STRATH OYKEL LLP,Energy Storage System;PV Array (Photo Voltaic/solar);Wind Onshore | Wind Onshore | Energy Storage System;Wind Onshore,PRO-001819 | PRO-004198 | PRO-004565,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.943542,-4.413212,SHIN,Candidate infrastructure match,Low,80.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SHIN; SSE NETWORKS; PSS,Candidate infrastructure match; score 80.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Shrewsbury 400/33kV Substation,JBM Solar 12 - Shrewsbury Solar,RWE Renewables UK Solar and Storage Limited,Energy Storage System;PV Array (Photo Voltaic/solar),PRO-001146,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,52.709595,-2.692898,SHREWSBURY 132/33KV,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SHREWSBURY 132/33KV; WESTERN POWER DISTRIBUTION; GSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Shrewsbury 400kV Substation,Kenwick Solar,ANESCO LIMITED,PV Array (Photo Voltaic/solar),PRO-005989,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,52.709012,-2.692770,SHREWSBURY 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SHREWSBURY 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Shurton 400kV Substation,Hinkley Point C,NNB GENERATION COMPANY (HPC) LIMITED,Nuclear,PRO-001674-1 | PRO-001674-2,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.203248,-3.138196,Shurton Substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/1096160079,OpenStreetMap named substation feature: Shurton Substation,Exact normalized name; score 100.0/100; next-candidate margin 100.0. Coordinates represent the matched mapped feature.
Sizewell 132kV Substation,Sizewell B,EDF Energy Nuclear Generation Limited,Nuclear,PRO-000144,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,52.211549,1.616690,SIZEWELL 132KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SIZEWELL 132KV S/S; NATIONAL GRID; GSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Sizewell 400kV Substation,Sizewell C,Sizewell C Limited,Nuclear,PRO-000145-1 | PRO-000145-2,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,52.214990,1.616530,SIZEWELL 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SIZEWELL 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Slickly Wind Farm 132kV Substation,Slickly Wind Farm,Slickly Wind Farm Limited,Energy Storage System;Wind Onshore,PRO-001517,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,58.583290,-3.208778,Slickly,Town/locality proxy,Medium,100.0,https://www.openstreetmap.org/node/1458042066,OpenStreetMap named hamlet: Slickly,"Town/locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Slough East 132kV Substation,Laleham BESS,Acorn Power Limited,Energy Storage System,PRO-004277,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.510831,-0.584378,Slough ATS,Candidate infrastructure match,Low,85.7,https://www.openstreetmap.org/way/1305776807,OpenStreetMap named substation feature: Slough ATS,Candidate infrastructure match; score 85.7/100; next-candidate margin 3.5. Coordinates represent the matched mapped feature.
Sloy GSP,Sloy G1 and G4 | Sloy G2 and G3,SSE Generation Limited,Hydro,PRO-000181 | PRO-000182,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.251089,-4.711667,SLOY,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; SLOY; SSE NETWORKS; PSS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
